house_id,price
house_12207,437.54
house_1424,214.14
,58.04
house_4941,116.21
house_7270,41.23
house_9214,43.43
,57.32
house_11475,104.28
house_7716,41.43
,22.74
house_9897,57.15
,52.08
house_8514,214.34
,29.68
house_879,5.8
house_4385,127.36
house_3529,94.66
house_5900,272.88
house_7883,45.4
house_259,88.38
house_11547,104.6
house_4071,67.45
house_3349,74.33
house_7860,82.94
,163.12
house_6855,245.49
,152.45
house_11005,47.16
house_12526,95.23
house_5355,16.9
house_8671,97.65
house_6441,80.46
house_7290,39.45
house_8218,65.36
house_4542,20.86
house_2239,50.68
house_7004,127.25
house_8216,61.9
house_4286,193.73
house_8325,219.53
house_10248,148.66
house_11012,111.03
house_8795,90.15
house_612,57.08
house_8579,122.24
,90.49
house_5014,261.75
house_12171,282.26
house_1075,60.95
house_11386,69.08
house_2008,70.62
,281.24
,142.21
,214.49
house_13299,266.4
,153.12
,52.36
house_5506,144.7
house_8540,70.69
,75.73
house_4306,70.19
house_8343,108.34
house_17,73.76
,53.73
house_10299,349.37
house_10045,74.17
house_883,99.28
house_1359,32.34
house_13167,347.03
,56.63
,57.93
,83.01
house_8890,69.69
,39.49
house_8454,63.29
house_6476,77.13
,257.51
house_12032,132.48
house_2422,35.4
house_8581,119.32
house_3143,40.0
,120.63
house_1007,109.71
,74.79
house_5092,58.45
house_13259,91.36
house_2587,162.13
,89.38
,46.64
house_10168,234.36
house_3934,55.0
,45.12
,129.79
house_7369,200.01
house_10732,44.92
,51.52
house_1967,45.73
house_6326,42.07
house_11841,332.84
,47.47
house_1418,73.86
,58.64
house_602,158.38
house_10093,213.63
house_12489,75.26
house_2957,65.02
house_1797,23.9
house_11470,253.58
,60.15
,59.61
house_12449,68.47
house_8169,371.45
,80.02
house_8838,127.66
house_858,45.05
house_12805,55.08
,261.52
house_11111,45.27
house_1675,72.72
house_2249,98.73
,228.89
,126.57
house_6257,109.76
house_13239,86.41
house_7607,89.91
,58.63
house_8213,246.81
house_10460,139.2
house_11237,60.31
house_5637,81.1
house_7832,186.82
house_12870,58.83
,53.84
house_7317,200.69
house_10358,121.62
house_2511,46.82
house_6053,48.47
house_8196,324.12
house_12384,53.41
house_3713,304.92
house_6920,124.73
,87.26
,52.92
house_2023,42.99
house_3433,51.07
house_10653,28.73
,15.54
house_11261,89.05
,60.04
house_864,60.28
house_1577,210.24
,42.02
house_2595,92.02
house_12314,53.38
house_4488,110.93
house_11586,1.28
house_7856,131.79
house_11975,255.09
house_6278,368.89
house_8943,457.41
house_6680,29.9
house_11397,32.72
,167.21
house_11104,90.63
house_6735,175.1
house_7182,141.09
,54.2
house_10119,46.14
,54.15
house_4264,77.48
,162.93
house_694,122.38
house_12265,14.13
house_5951,83.46
,33.31
house_8663,137.2
house_4491,181.03
house_2413,15.15
house_3804,77.06
house_3299,164.1
house_7760,62.16
,64.09
house_6158,68.59
,107.29
house_11934,120.34
house_8572,51.02
house_4298,266.72
house_9420,45.08
house_7135,205.77
,209.33
house_4438,134.9
house_12732,96.94
,98.18
house_10884,74.49
house_10064,396.84
house_5907,103.56
,54.99
house_2096,76.77
house_4244,76.76
house_9723,47.86
house_2297,67.54
house_3022,86.78
house_3559,45.34
house_8925,75.68
,51.76
house_2685,118.49
house_3268,38.39
,284.89
house_402,107.6
,68.51
,150.01
house_3821,84.6
house_1360,73.89
house_8903,117.91
house_1218,41.04
house_8583,97.86
house_350,54.83
,95.88
house_3292,148.9
,238.04
house_1417,-8.08
house_4780,73.77
house_1004,75.62
house_12649,68.59
,265.66
house_417,127.95
house_8511,211.66
,38.98
house_7022,139.29
house_11017,39.02
house_8046,201.41
house_10850,61.41
house_9150,121.83
house_6806,51.48
house_11899,135.63
,58.36
house_2062,77.81
,352.18
,78.4
house_8093,50.38
,106.41
house_9085,131.79
house_5746,351.88
,35.28
,209.04
house_1746,68.28
house_11579,86.06
house_7372,50.56
house_1097,12.29
house_11246,46.35
house_7510,100.4
,30.65
house_8431,76.91
house_4921,96.72
house_2154,120.11
house_10533,17.63
,102.49
house_4990,-8.53
house_4080,45.21
house_12938,722.5
house_313,75.68
house_11533,50.54
,54.89
house_4945,73.97
house_4222,-25.1
house_3398,70.84
house_11363,84.1
house_495,201.12
house_5704,35.29
house_1705,73.07
,51.84
house_2659,76.83
,69.85
house_12706,49.03
house_8779,138.35
house_13019,155.81
,123.82
,76.16
house_9352,116.67
,-2.24
house_905,120.88
house_13218,238.98
,158.88
house_2215,61.05
house_10922,135.12
,43.15
house_5537,28.31
,311.26
,60.41
,51.89
house_1138,24.18
,51.98
house_2375,176.48
,61.93
house_6752,37.58
house_12164,421.54
house_5838,132.3
house_9681,205.25
house_10522,91.05
house_7279,87.81
house_12184,63.74
house_11407,104.59
,221.46
,10.43
house_5648,299.18
,504.87
,103.06
house_12292,108.85
house_1324,33.95
house_7593,230.93
house_152,68.63
house_939,314.54
,82.95
house_11893,59.15
house_7872,49.47
house_8149,295.0
house_12545,110.16
,119.06
house_1823,-21.85
house_5267,81.4
house_11394,53.23
house_11377,70.26
house_3141,162.67
house_11150,186.8
house_2206,130.67
house_7037,64.18
house_10206,3.7
house_2739,144.61
house_7664,127.38
house_18,63.7
house_4380,126.19
house_46,121.1
house_6299,173.95
house_4885,39.66
,12.88
house_3966,53.3
,133.78
house_1882,222.58
house_10126,122.68
house_10344,293.19
house_4961,80.24
,107.53
house_10948,42.41
house_5279,108.46
house_11874,210.3
house_2605,100.87
house_7025,53.58
,194.31
house_8061,82.24
house_2416,66.79
house_7224,285.53
house_10867,39.62
house_63,107.26
house_5644,90.86
,61.11
house_593,48.17
house_5755,68.22
house_6541,91.7
house_7546,43.77
house_4325,246.44
house_680,260.98
house_9811,60.29
house_10367,44.58
house_11262,66.4
house_9379,60.47
house_292,99.88
house_7146,162.11
house_7701,84.79
,67.85
,59.93
,63.05
house_7183,160.06
house_5170,103.96
house_1456,95.46
house_4462,82.71
house_7527,88.39
house_71,55.27
house_6015,203.3
house_624,73.88
,80.78
house_3824,83.68
house_7571,134.51
house_9052,255.67
house_11725,193.43
,239.71
house_8380,60.5
,110.48
house_9521,103.9
house_6136,77.19
,89.48
house_8273,108.24
house_5766,158.2
house_1483,56.62
house_11057,125.21
,109.89
,62.87
,70.51
house_3126,146.34
,80.17
,52.63
,396.56
house_6949,75.6
house_13118,69.25
,34.84
house_1170,24.0
,73.34
,121.68
house_12822,111.11
house_7867,25.25
house_10843,30.21
,43.41
house_1246,61.44
,140.76
,56.92
house_11313,111.2
house_12407,55.77
house_13018,109.52
house_10860,134.54
house_13284,67.47
house_8949,131.89
house_1664,54.78
house_8708,61.75
house_47,24.17
house_12832,40.39
,13.46
,187.07
house_6563,53.54
house_2053,340.37
,109.33
house_7629,71.34
house_4777,248.56
house_4930,443.6
house_4340,201.79
house_6352,109.58
house_3695,70.74
,45.54
house_7277,48.36
house_6080,120.78
,-10.27
,56.95
house_12567,221.65
house_1773,112.63
house_10411,34.87
house_703,48.16
,102.63
house_11216,139.77
house_7995,34.93
house_958,53.03
house_4636,65.02
house_3112,87.3
house_9285,29.89
house_9435,34.35
house_11295,130.6
,114.31
,118.71
house_3718,282.23
house_552,78.93
house_5156,73.64
house_6537,45.28
house_3016,106.75
house_11439,-21.17
house_9674,117.8
,56.67
house_12471,241.78
house_8886,-0.74
house_10173,293.83
house_7444,67.43
house_7927,81.91
house_40,234.26
house_10041,115.84
house_9589,136.77
house_362,65.04
house_10744,83.23
,64.94
house_6065,110.92
house_4763,-13.04
house_5283,163.19
house_12352,38.88
,63.92
house_4795,91.96
house_11884,125.51
house_922,66.41
house_12660,63.26
house_5028,44.08
,151.46
,80.16
,140.04
house_11381,62.84
house_985,219.19
house_13,125.31
,163.19
house_4557,197.83
house_12197,56.39
house_7814,60.46
,11.13
house_2189,122.53
,207.33
house_7109,43.27
house_10320,72.01
house_7837,268.7
house_11838,89.33
,17.12
house_12704,124.78
house_5675,265.8
,68.17
house_3376,150.52
,76.95
,132.89
house_3010,54.92
house_1471,68.05
house_1831,72.19
house_3127,42.17
house_11431,98.98
house_1703,44.13
house_6071,47.06
house_3384,273.32
house_1302,173.68
house_5498,104.55
house_9132,88.81
house_7486,74.77
,74.1
,78.76
,53.59
,228.37
house_4698,73.34
house_10754,56.35
house_7703,-17.47
,24.7
house_12146,106.62
,253.59
house_237,77.08
house_7679,130.13
house_11869,-12.15
house_6256,205.04
house_7671,85.09
house_2207,90.27
house_6932,78.14
,50.11
house_7520,207.19
house_1135,2.47
,126.14
house_1298,76.43
house_9754,42.11
house_11734,44.17
house_12990,144.02
,65.49
house_3428,108.75
house_12116,83.17
house_7068,255.1
house_11649,123.9
,71.57
house_12141,37.46
,65.45
,57.66
house_11274,127.28
house_9925,45.64
,51.74
house_3108,55.77
house_11743,31.4
,73.92
house_863,94.09
house_6241,173.86
house_7834,17.04
house_7619,58.11
house_1778,118.93
house_1803,240.68
,173.91
,73.6
house_5649,-26.44
,158.9
house_3588,134.86
house_11631,73.93
house_8031,119.3
,222.46
,47.44
,96.84
,228.19
,457.67
house_11129,59.23
house_12714,101.76
house_11663,77.36
house_5488,64.13
,91.28
house_8412,187.54
house_10451,25.81
house_364,306.29
house_12226,89.47
house_12110,75.63
house_5673,261.31
house_11635,75.94
,63.89
house_4671,232.8
house_11860,69.12
house_12413,96.95
,42.19
house_3125,97.99
,7.29
house_3260,56.9
house_5230,73.73
house_9155,105.31
house_1084,75.68
,41.08
house_4058,26.15
house_4897,36.77
house_8951,37.78
house_4985,107.8
house_9148,62.19
house_4967,162.03
house_8799,92.11
,45.39
house_11073,94.61
house_3049,295.28
house_1021,254.66
house_2502,40.92
house_8220,113.53
,37.23
,40.36
house_10174,250.2
house_12030,40.67
house_355,69.7
,32.66
house_8334,57.62
,114.17
house_13227,113.74
house_10196,85.14
house_5157,113.69
house_12537,99.91
house_6300,94.63
house_8009,-31.84
,36.44
house_5459,188.16
house_2914,48.23
house_1845,61.36
house_123,117.93
house_7548,73.7
,155.82
house_676,51.96
,86.46
house_9130,155.31
house_6968,120.71
house_7267,72.13
house_8631,77.79
house_3893,34.8
house_1121,50.87
house_12646,47.15
,267.99
house_2970,58.25
,72.0
house_7354,16.74
,328.57
house_6328,74.42
house_10793,133.26
,239.43
,233.02
house_10972,68.62
house_4245,32.27
house_11201,52.43
house_8260,120.08
house_3488,-29.61
house_10824,-4.55
house_5529,89.54
house_12750,79.64
house_1210,88.63
house_12740,81.45
house_12375,82.34
,48.29
,125.95
,63.94
house_10494,163.33
,86.14
house_1787,63.02
house_277,216.05
,452.66
house_8741,128.73
house_2004,71.02
house_11672,97.05
,139.32
,106.75
house_10275,32.08
house_9208,6.98
house_6699,290.89
,307.48
house_12561,63.65
,26.56
house_1661,108.43
,52.05
house_3552,221.0
house_1659,113.53
,44.45
house_7781,330.08
house_5353,99.53
,-30.38
house_11247,493.72
house_13264,240.35
house_4948,196.09
,76.78
house_9400,122.52
house_4440,61.73
house_9458,63.37
house_6456,130.9
house_12727,161.41
house_5731,38.67
house_9921,110.21
,79.93
,24.26
house_8458,73.05
house_814,89.12
house_5527,43.05
house_5931,56.86
house_6192,-14.59
house_6534,149.53
house_1011,-28.23
house_4682,111.5
house_12930,50.29
,135.29
,61.61
house_8650,-9.04
,179.05
house_10831,64.05
house_6814,284.58
house_6931,58.24
house_10401,70.36
house_11378,103.76
house_1916,125.19
,339.68
house_4005,101.59
house_2202,117.41
house_5457,73.08
house_3687,53.41
house_11358,163.4
,105.9
,-19.06
,69.77
house_8139,181.68
,69.41
,87.12
house_7154,109.08
,39.56
house_8043,120.54
house_10746,101.79
house_8557,85.34
house_9998,58.18
house_12615,105.39
house_5128,55.39
house_3197,130.69
house_493,58.72
house_5608,130.73
,79.12
house_8978,84.28
house_3781,50.39
house_7884,227.89
house_2835,34.82
house_8203,-12.05
,148.12
house_6590,55.0
house_8772,-9.47
,-26.76
,36.34
house_11239,126.57
house_2409,231.77
house_12174,146.37
house_5936,62.38
house_3644,70.34
house_13228,205.3
house_9451,90.25
house_3768,75.1
house_2317,163.2
house_4582,75.01
house_3182,80.17
house_7589,50.29
,65.14
house_4839,133.81
house_742,77.25
house_2730,36.82
house_7563,51.33
,65.78
house_11802,296.73
house_11311,8.07
house_8070,59.61
house_12636,125.81
house_6531,91.09
house_7873,78.15
house_1762,63.75
house_3969,156.14
house_13131,324.3
house_11682,35.33
house_6339,41.22
house_8238,75.07
,130.28
house_7987,5.62
house_9460,67.66
house_9802,186.26
,98.85
house_10875,49.47
house_10059,67.83
,86.06
house_13193,66.27
house_486,41.55
house_3480,261.03
house_7977,88.54
house_11800,110.04
house_2186,44.82
house_4467,134.52
house_12423,39.9
house_4600,61.52
house_400,64.38
,38.97
house_5877,242.56
house_13237,53.32
,90.24
house_10872,70.92
,168.2
house_9328,334.21
house_9057,71.1
house_4598,70.1
house_2417,117.62
house_13155,58.15
house_3497,67.31
,157.79
house_9372,100.78
house_777,81.63
house_8274,237.27
,78.2
house_10300,58.85
,143.22
,49.55
house_628,357.3
house_6867,137.71
house_9020,259.49
house_6758,77.82
house_3180,33.54
house_12499,-19.34
house_10859,201.6
house_1254,80.47
house_13187,57.52
,54.56
house_6116,291.0
house_8384,39.58
,127.99
house_6577,381.73
,30.82
house_4187,125.41
house_6536,89.2
house_11820,13.5
house_10753,51.55
house_970,99.98
house_3502,80.75
house_1517,-30.84
house_7220,70.64
house_630,116.27
house_5221,134.58
house_7208,281.24
,82.14
house_3286,41.14
house_2049,83.77
house_3509,48.25
house_2112,61.82
,52.47
house_7759,47.36
house_6710,34.2
house_8715,72.22
house_2599,48.95
house_4679,292.11
house_9615,67.72
house_2178,71.74
,61.36
house_5910,70.0
house_8099,308.9
,34.78
house_4736,10.96
,121.7
house_12987,139.85
,84.05
house_2405,236.13
house_10825,70.73
house_12280,156.51
house_9101,396.28
house_6247,75.34
house_8017,125.72
house_6418,49.12
,161.51
house_1665,53.58
house_12686,52.29
house_4070,273.54
house_13138,173.47
,261.1
,250.4
house_431,131.87
house_1555,88.71
house_9780,-30.67
house_5688,83.97
house_10690,118.06
,393.02
house_227,54.9
,76.99
house_10696,59.6
house_8791,107.05
house_968,73.24
house_9845,115.78
,59.07
,122.64
house_7446,48.39
house_12342,168.57
house_12157,287.36
house_5783,207.14
house_286,47.07
house_10091,177.03
house_9775,161.9
house_8145,75.36
house_9240,69.68
house_2907,45.42
house_3557,605.17
house_7557,11.53
house_12483,54.39
,153.21
house_9781,58.16
house_5215,530.22
house_11609,48.41
,-18.15
house_10382,235.23
house_1230,201.12
house_11494,64.07
house_8676,75.85
house_8121,241.05
house_4651,116.41
house_9814,107.84
house_4398,39.03
,59.22
house_12532,122.15
house_3046,65.35
house_7143,154.96
house_10747,155.17
house_8744,370.99
house_3834,71.85
house_811,347.01
,234.06
house_1799,187.15
,74.33
house_8556,77.36
house_6995,99.41
house_5212,97.22
house_3400,69.69
house_2817,73.07
house_4419,305.67
house_8805,54.0
,248.11
house_11198,262.11
house_11510,69.41
house_11546,61.79
,99.46
,118.71
house_3647,58.04
house_108,154.57
house_5181,62.89
,160.29
,54.09
house_5404,80.62
,287.37
house_3047,45.2
house_3434,58.48
house_10877,79.37
house_10124,192.11
house_1193,419.68
house_11455,208.52
house_1436,50.82
house_511,46.03
,77.25
house_5691,71.43
,53.0
house_11540,48.35
house_7575,36.56
house_370,78.15
,58.23
,138.51
,64.73
,10.99
,97.12
house_12676,107.62
,65.37
house_619,129.06
house_8324,81.02
house_5119,94.09
house_852,110.32
house_11200,37.32
house_5722,299.01
house_4268,312.2
house_2124,-3.34
,168.7
house_5943,129.01
,128.42
,71.94
house_11723,64.9
house_8224,53.96
house_10770,89.72
,41.96
house_6330,57.45
house_5323,53.3
house_9438,181.55
house_2940,292.59
house_12682,210.32
,83.01
house_7008,226.97
,3.31
house_11539,0.41
,77.3
house_8015,93.96
house_10682,83.44
house_10608,61.41
house_10375,57.32
,120.19
house_12834,75.4
house_7869,90.58
house_1554,97.6
house_1022,124.69
,75.52
house_9979,240.11
,125.21
house_4059,56.21
house_5087,54.65
,69.68
house_10211,74.86
house_9799,47.41
house_9257,58.74
,25.96
house_12770,8.14
house_10699,61.18
house_8389,68.2
house_2560,411.72
house_10858,49.68
house_4788,74.17
,82.34
,55.64
house_13035,137.01
house_7293,204.48
house_479,61.24
,249.43
house_7202,265.55
house_12907,346.46
house_7264,119.84
house_10233,165.32
house_3426,156.89
,55.37
,60.73
house_892,71.19
house_5225,31.89
house_3205,14.28
house_11218,73.04
house_5354,208.06
,258.78
house_437,39.01
house_2755,97.93
house_9917,72.46
,47.21
house_1884,-19.97
house_4315,130.75
house_11230,77.42
house_11327,214.6
house_3984,97.52
house_7931,37.34
house_6461,40.7
house_5447,182.11
house_9234,43.18
house_2948,98.92
house_11600,48.58
house_10083,68.47
,54.15
house_1871,89.29
house_3170,178.93
,2.15
house_5374,61.82
house_7720,51.62
house_5327,35.38
house_12904,25.58
house_10238,282.38
,40.51
house_11853,167.84
house_4274,46.29
house_845,22.27
house_12568,49.95
house_7015,86.24
,-7.71
house_12033,67.48
house_2592,76.95
house_1816,36.47
,61.93
,45.25
house_356,372.87
,-32.72
house_1597,131.17
house_8605,101.28
house_5587,84.76
,66.7
house_238,42.99
house_3998,86.93
house_889,109.67
house_5653,73.38
house_3220,80.75
house_5041,195.15
,56.25
house_3144,165.19
house_12875,64.49
,20.57
house_13254,50.73
house_1214,199.21
house_2769,77.6
house_2559,-28.83
house_7069,244.15
house_407,77.77
house_3933,344.9
house_6350,98.64
house_10798,59.69
house_4418,360.02
house_7388,54.76
house_7675,13.37
,62.85
,45.62
house_12923,52.6
house_9769,38.78
,63.71
house_930,85.31
house_4403,275.78
house_5663,88.5
house_5291,121.6
house_2007,63.07
house_11713,75.87
house_7984,87.44
house_8687,64.69
house_306,329.05
house_8179,79.53
,92.25
,61.06
house_419,127.23
,219.61
house_4287,80.89
house_6654,34.57
,123.84
house_8529,157.08
,241.49
house_12626,59.83
house_154,73.0
,63.5
house_5475,440.68
house_11325,137.68
house_7401,71.96
house_6641,73.38
house_4749,279.31
,51.92
house_12683,123.51
house_9028,47.11
house_2300,68.76
house_5213,50.7
,110.21
house_6033,159.17
,119.32
house_6562,117.94
house_5792,82.63
house_3276,235.14
,44.29
,128.33
house_10282,116.91
house_7824,89.58
,12.08
house_9376,52.11
house_6,91.38
house_12901,73.23
house_12836,140.45
house_3117,105.5
house_3850,136.05
,68.16
,187.32
house_5313,65.71
house_8194,191.73
house_11291,100.3
house_11973,209.51
house_12612,197.87
house_10178,139.52
house_10294,65.8
house_4308,84.13
,53.75
house_9843,65.65
,41.12
house_5960,43.66
house_9505,81.32
house_4485,58.1
,61.97
house_13009,74.66
house_2490,97.23
house_7040,10.37
house_7978,145.79
house_3267,222.34
house_13171,58.08
,100.13
,98.2
house_12283,18.74
house_6409,120.61
house_4251,301.0
,50.52
house_9033,46.32
,70.79
house_8478,147.75
,190.63
,18.85
,140.54
house_10959,177.58
,131.62
house_10420,91.59
,64.66
house_11276,62.33
house_11308,70.27
,38.7
,33.81
house_2077,427.31
house_9918,23.22
house_11185,320.43
house_7588,141.43
house_10476,114.1
house_1247,232.81
house_6514,75.69
house_971,131.81
house_10097,184.16
house_9196,59.95
house_9556,253.38
,72.7
house_10611,88.91
house_5872,170.11
house_3508,62.7
house_12279,221.54
house_12045,127.15
house_8193,100.67
,364.54
,92.41
house_4629,48.43
,246.54
house_7642,20.51
house_3901,189.97
,59.52
house_963,47.48
house_11486,56.64
house_9181,268.24
,43.26
house_2822,-21.57
,190.49
house_7200,168.92
house_2286,37.19
house_12618,39.32
house_9988,74.87
,60.24
house_1082,67.0
house_11798,126.85
house_10002,284.77
house_2291,40.39
house_11490,41.87
house_10432,13.71
,90.47
house_10505,55.53
,70.44
house_1596,194.01
house_10697,31.9
house_2205,101.33
house_13257,53.71
house_8138,60.44
house_12525,201.5
house_7398,84.32
house_8786,70.28
house_9504,118.01
house_9635,111.71
house_1355,1093.92
house_5581,157.73
house_9026,27.09
house_856,49.36
house_3439,119.21
house_7393,59.68
house_5490,89.27
house_7754,43.12
house_6088,77.75
,45.42
house_326,265.9
house_3767,94.53
house_9500,104.22
house_4613,381.83
,64.05
house_5743,34.96
house_115,43.88
house_1955,53.91
house_12948,249.96
,83.12
house_8339,142.62
,212.04
house_667,12.51
house_2591,45.39
,230.02
house_11302,105.86
house_3865,71.02
,63.95
house_2859,59.84
,355.26
house_8587,91.74
,75.6
house_4797,117.28
,48.82
house_8048,75.35
,201.36
house_10980,49.3
house_11060,41.84
house_10150,117.62
,-9.75
house_9685,33.19
house_4731,62.58
,67.1
house_6998,135.16
,132.91
,60.22
house_8677,48.41
house_10353,42.18
house_3650,3.67
,118.54
house_4258,66.38
house_2330,140.4
,118.58
,113.05
house_4111,127.74
,64.26
,18.15
house_10293,37.94
,124.58
house_9466,-26.04
house_8182,77.39
,64.04
house_557,199.74
house_4760,78.16
house_8398,108.61
,45.76
,49.05
house_6719,78.58
,67.07
house_8245,44.22
house_3161,47.14
house_10742,103.14
house_2851,107.15
house_9193,68.8
house_6492,169.37
house_1680,399.54
house_8090,268.08
house_2978,45.94
house_4497,131.99
house_141,46.96
house_5761,125.35
house_10635,77.87
house_8858,105.37
,120.88
house_11894,70.44
house_3952,76.92
,71.69
house_1638,64.87
house_8602,-49.84
house_5982,72.04
,79.53
house_4083,62.55
house_632,98.51
house_10372,96.54
house_7104,251.14
,240.8
house_3222,109.97
,244.32
,3.77
house_6424,43.44
house_2792,88.6
house_9624,278.99
,66.94
house_11750,206.56
house_6519,50.37
house_13293,88.21
house_2531,57.99
house_1761,58.07
house_7367,72.61
house_1592,143.66
house_9343,208.67
,61.91
,70.89
house_7917,284.8
,117.29
house_5729,154.4
,12.78
house_6108,56.99
house_966,122.6
house_2142,5.9
house_3847,83.29
house_11177,29.78
house_9578,39.2
house_6474,91.08
house_5533,55.85
,111.6
house_12437,189.32
house_8920,48.11
house_9547,59.25
house_4688,58.92
house_4198,62.07
house_3169,162.87
house_11037,65.84
house_4997,277.94
house_4377,84.81
,48.75
,79.59
house_12631,62.06
,85.19
house_4170,77.67
house_8332,31.24
,247.68
house_6645,25.55
house_2367,94.5
house_11372,80.81
,49.17
house_4021,272.37
,56.62
,52.16
house_2308,73.54
house_8682,107.65
,36.64
house_4770,127.45
,311.29
house_12918,114.93
house_6800,232.81
,438.3
house_10905,60.05
house_7700,139.14
house_11684,44.85
,385.7
house_8551,57.63
house_3208,48.49
house_7115,60.6
house_6524,148.79
house_11730,148.27
house_2608,78.45
house_12313,167.43
house_6229,33.48
house_12393,45.45
house_3218,80.09
house_12816,70.22
house_8697,61.02
house_1282,75.59
house_218,32.9
house_11242,203.15
house_230,61.88
house_13185,110.18
,137.57
house_2551,381.71
house_2510,40.86
house_3038,408.04
house_1195,36.21
house_639,46.59
house_12442,79.65
house_7511,138.3
house_8486,269.07
house_10298,111.81
house_3471,94.18
,50.4
house_1113,433.63
house_10279,-29.81
house_8471,115.06
house_6001,88.37
house_9695,125.9
house_10243,247.03
house_12175,83.45
house_9878,177.18
house_8738,135.19
house_5292,14.94
,95.62
house_8112,70.02
house_12316,47.08
house_2810,80.81
,51.29
house_3330,163.33
house_4605,147.49
house_9399,28.14
house_6218,70.24
,38.87
house_6801,73.1
house_2600,52.52
,-5.88
house_8630,52.47
house_4991,128.32
house_446,60.93
house_3634,96.24
house_3742,105.73
house_1929,438.28
,54.86
house_6310,55.7
,79.73
house_6340,172.48
house_7368,124.84
,101.82
,178.82
house_3558,54.5
house_11138,145.49
house_7222,38.65
house_10501,45.59
house_2621,159.73
house_3408,102.99
house_5599,73.87
house_10957,253.27
house_7612,132.37
house_3061,43.11
house_13223,33.22
,103.56
house_12233,97.97
,131.69
,233.28
house_6174,309.51
,150.24
house_10063,127.95
,46.83
house_1671,83.47
house_6497,185.7
house_6019,127.75
house_13188,126.62
house_10155,52.77
house_5822,71.61
house_11235,346.84
,61.76
house_10898,116.47
house_974,210.35
,104.79
house_7389,62.05
house_3505,123.86
house_12388,162.83
house_6578,127.15
house_12054,103.12
house_8999,53.83
house_7850,164.37
house_7203,128.01
,16.5
house_6378,73.76
house_12756,131.96
house_9178,388.34
house_8812,69.14
,72.51
house_4121,11.72
house_9632,42.43
,68.07
house_8259,136.48
house_6281,234.12
,96.69
house_6494,77.68
house_3649,50.05
,45.94
house_3461,254.72
house_7023,114.37
house_7140,144.09
house_3663,332.9
house_7097,40.45
house_928,54.73
